id,address,location
1145,双清区陶家冲社区综合楼,"111.499889,27.235456"
1146,大祥区板桥乡蔡家村2组351号,"111.567579,27.179085"
1147,北塔区状元洲街道谷洲村8组,"111.488549,27.273421"
1148,北塔区茶元头办事处兴隆村老院组214号,"111.397093,27.235013"
1149,大祥区学院路街道梅子井社区邵阳职院后街,"111.428049,27.190144"
1150,双清区秀峰庵社区,"111.494360,27.231359"
1151,北塔区茶元头乡樟木社区七组,"111.399699,27.224238"
1152,北塔区新滩镇新滩社区新兴花苑8栋6号,"111.413384,27.231163"
1153,双清区火车站乡栗山村10组376号,"111.545589,27.266848"
1154,大祥区学院路街道马鞍社区,"111.444191,27.206098"
1155,大祥区城南街道白洲社区西苑公园旁,"111.435591,27.221516"
1156,北塔区江北汽车城4栋134号,"111.452197,27.246489"
1157,北塔区人事局住宅小区C栋102房,"111.452070,27.245659"
1158,双清区宝庆东路煤机大厦门面,"111.493833,27.232333"
1159,双清区鸡笼乡渡头村2组,"111.496341,27.232708"
1160,双清区新华路中段,"111.506138,27.239935"
1161,北塔区蔡锷路54#地江北明珠小区2栋,"111.455779,27.242524"
1162,双清区五一北路公园1号0001010号门面,"111.478249,27.249890"
1163,大祥区戴家坪翠园小区,"111.466880,27.225590"
1164,北塔区扬旗社区8栋单元,"111.452197,27.246489"
1165,大祥区红星社区14号地2单元,"111.462450,27.218500"
1166,双清区紫薇社区对面,"111.511089,27.248593"
1167,大祥区西湖路原环保大厦8-10号,"111.447697,27.201177"
1168,北塔区江北开发区83号地第3栋,"111.452197,27.246489"
1169,北塔区新滩镇新滩社区新兴花苑13栋南10号,"111.412599,27.231224"
1170,北塔区九江社区魏源东路21栋,"111.461014,27.245757"
1171,双清区石桥乡株木村9组,"111.494441,27.220654"
1172,大祥区敏州西路汇福郦城小区5号楼,"111.436059,27.222445"
1173,北塔区田江乡苗儿村4组,"111.488777,27.284117"
1174,双清区鼓楼亭44号,"111.478402,27.235555"
1175,大祥区魏源休闲美食城A栋,"111.439091,27.221452"
1176,大祥区江南世家5号楼001门面,"111.442080,27.217796"
1177,大祥区前进山小区1栋10号门面,"111.461590,27.231750"
1178,大祥区双园路火车南站25-1号地8栋,"111.462127,27.214494"
1179,北塔区江北园20栋1号门面,"111.453428,27.246153"
1180,双清区建设路中央豪庭9号门面,"111.485252,27.235488"
1181,双清区秀峰社区门面,"111.494611,27.232223"
1182,北塔区陈家桥乡杨旗岭村8栋1单元,"111.449729,27.264812"
1183,大祥区火车南站街道九十亭社区26-1号地第四栋59号门面,"111.467627,27.215002"
1184,大祥区西外街步月桥3号楼,"111.446119,27.236893"
1185,双清区紫薇社区11组王界岭037号,"111.519507,27.244923"
1186,双清区建设中路华商大厦2号综合楼28-29号,"111.486081,27.236518"
1187,双清区宝庆东路宝庆加油站旁,"111.461493,27.231803"
1188,双清区马家二巷综合楼1楼13、14号门面,"111.496341,27.232708"
1189,双清区志成置业有限公司2-3栋,"111.496341,27.232708"
1190,双清区日恒电器城B座15号,"111.471722,27.239802"
1191,北塔区丰江社区安置地四组,"111.452197,27.246489"
1192,双清区虹桥转角二楼,"111.496341,27.232708"
1193,大祥区迎春路5#6#,"111.453004,27.225724"
1194,大祥区城南乡台上村23组,"111.490485,27.181245"
1195,双清区邵阳大道与世纪大道交汇处天娇国际汽车城8栋1层1004室,"111.560814,27.254937"
1196,大祥区西湖社区十组呙家塘,"111.449312,27.229410"
1197,大祥区人大路27号地五栋一单元四间门面,"111.464623,27.223673"
1198,大祥区西湖路综合楼289号,"111.447697,27.201177"
1199,大祥区南苑大厦一楼19号门面,"111.455068,27.220053"
1200,大祥区面铺乡罗市镇罗市社区,"111.473961,27.142278"
1201,双清区佘湖社区1组48号附1号,"111.484993,27.228483"
1202,大祥区白洲社区雪峰路与规划路交界处,"111.437508,27.234165"
1203,大祥区大祥路与桂花路交汇处,"111.444071,27.217329"
1204,双清区兴隆办事处财桥村（原云水铺乡六州村）五组133号,"111.543840,27.246404"
1205,双清区宝庆东路126号,"111.501250,27.235750"
1206,双清区高崇山镇浏阳村10组35号,"111.571028,27.262540"
1207,大祥区蔡锷乡邮政所,"111.553949,27.145205"
1208,双清区汽制二村15栋101号,"111.496341,27.232708"
1209,双清区湘桂黔建材城一期新四栋403-404号门面,"111.504538,27.237417"
1210,大祥区七里坪邵阳学院校门口,"111.440148,27.197335"
1211,双清区高崇山镇浏阳村4组,"111.571028,27.262540"
1212,北塔区广厦名都5栋1楼商业靠楼梯第一间,"111.457571,27.250965"
1213,双清区火车站乡粟山村5组320国道旁A栋,"111.545589,27.266848"
1214,双清区建设路三角塘砂子塘砂子坡企业公司2号门面,"111.543481,27.225687"
1215,大祥区敏州西路华夏星园11栋12号门面,"111.449313,27.221089"
1216,双清区京都世纪城36栋3号门面,"111.497988,27.213213"
1217,双清区长岭新村24栋西头,"111.492081,27.244775"
1218,双清区湘桂黔建材城二期B区7栋5-7号门面,"111.508969,27.241922"
1219,双清区涂家冲综合楼44号地5号门面,"111.475562,27.235509"
1220,双清区石桥乡白马村15组,"111.492090,27.196912"
1221,大祥区宝庆西路紫东公馆D2栋6号门面,"111.445561,27.230801"
1222,北塔区茶元头乡樟木村,"111.412547,27.200303"
1223,双清区紫薇社区对面4组五里牌082号,"111.509632,27.248677"
1224,双清区宝庆东路环保局101号门面,"111.459322,27.232766"
1225,大祥区滑石村32栋101号,"111.455322,27.225746"
1226,大祥区白公西路处恒大未来城二期,"111.446187,27.236750"
1227,双清区火车站乡红旗村2组,"111.539501,27.259734"
1228,大祥区火车南站建材城8号地3号门面,"111.459532,27.217950"
1229,双清区渡头桥镇渡头村2组,"111.573048,27.198786"
1230,双清区鸡笼乡新洲村11组,"111.581839,27.200825"
1231,大祥区马蹄路电信新村4号楼,"111.449475,27.225147"
1232,双清区化纤厂生活区2号电梯房1号、12号门面,"111.503349,27.249199"
1233,北塔区西湖春天1栋1013号门面,"111.456485,27.255681"
1234,北塔区丰江社区4组172号,"111.452197,27.246489"
1235,大祥区檀江街道双江社区七组,"111.491710,27.163926"
1236,大祥区邵水西路3组北段门面42号,"111.475290,27.229225"
1237,大祥区戴家坪三建公司私有门面104号,"111.493148,27.248151"
1238,大祥区公园路一巷一号门面,"111.465787,27.230062"
1239,大祥区汽车南站对面四通汽配旁边,"111.455014,27.219658"
1240,北塔区田江乡柘木村3组61号,"111.455882,27.258090"
1241,双清区火车站莲荷村388号,"111.534035,27.258319"
1242,双清区昭陵西路5号前天桥六号电话亭,"111.479789,27.240299"
1243,北塔区陈家桥乡杨旗岭村六组,"111.449729,27.264812"
1244,北塔区资枣社区92号安置地,"111.448647,27.250183"
1245,大祥区魏源酒店9号门面,"111.457548,27.214635"
1246,大祥区宝庆中路金帝康年临街门面,"111.464468,27.232119"
1247,北塔区西湖桥社区津江大厦5栋3号,"111.456917,27.242957"
1248,北塔区新滩镇新兴花苑小区11号门面,"111.413404,27.231531"
1249,双清区爱莲街道爱莲池肥田安置地,"111.519753,27.230218"
1250,大祥区第三运输公司城西北路42号门面,"111.450200,27.227592"
1251,大祥区红旗路遥临巷49号2单元202号,"111.462549,27.236199"
1252,大祥区西湖路（市教育学院对面）,"111.447697,27.201177"
1253,大祥区檀江乡曾桥村14组345号,"111.464125,27.159653"
1254,北塔区江北开发区29号地资园村3栋,"111.452682,27.244066"
1255,大祥区檀江乡双江村大塘7组,"111.504202,27.194457"
1256,大祥区檀江乡檀江村9组240号附1号,"111.491710,27.163926"
1257,北塔区观音新村9栋,"111.464298,27.246584"
1258,双清区砂子坡广场派出所1号住宅楼,"111.492208,27.237180"
1259,双清区渡头桥镇严塘村3组,"111.591374,27.235227"
1260,双清区红旗社区6组256号,"111.539458,27.261435"
1261,大祥区翠园街道南沙子坡社区1、2号门面,"111.470893,27.227584"
1262,北塔区九盛北海1栋1单元1001-1002号门面,"111.454589,27.249147"
1263,大祥区蔡锷乡黄草坪村1组10号,"111.591238,27.111520"
1264,双清区滨江街道金台社区9组,"111.497971,27.270065"
1265,北塔区江北市场10栋,"111.454496,27.243514"
1266,大祥区板桥乡横冲村6组,"111.515196,27.186121"
1267,双清区大汉步行街A区1153号,"111.479954,27.238389"
1268,双清区砂子坡9组610号,"111.459880,27.225525"
1269,大祥区杨子巴士门口,"111.439091,27.221452"
1270,北塔区龙山和苑1006号,"111.452467,27.255069"
1271,大祥区敏州西路控制区7-3号地,"111.441907,27.221004"
1272,双清区高崇山镇浏阳村19组297号,"111.571028,27.262540"
1273,大祥区鼎兴南方明珠A区7号楼11-12号门面,"111.444928,27.212494"
1274,双清区得丰市场11栋15号门面,"111.499305,27.237920"
1275,双清区石桥乡金星村134号,"111.486907,27.209710"
1276,北塔区茶元头乡刘黑村7组220号附1号,"111.427188,27.207764"
1277,大祥区人大路17号门面,"111.469220,27.229831"
1278,北塔区茶元头乡刘黑村7组220号,"111.427188,27.207764"
1279,大祥区邵府街三栋14号,"111.471876,27.235942"
1280,双清区建设路中央豪庭5栋1楼1004号房,"111.485252,27.235488"
1281,大祥区敏州西路华夏田园5号门面,"111.440726,27.219806"
1282,北塔区丰江村一组,"111.461564,27.267535"
1283,北塔区田江乡匡家社区5组,"111.455120,27.272787"
1284,双清区火车北站红旗社区1组78号,"111.542931,27.260794"
1285,大祥区板桥乡板桥村12组445号,"111.553228,27.178615"
1286,大祥区城南街道马蹄社区马蹄路13-1地块6号门面,"111.450445,27.228052"
1287,双清区华轩、东润馨苑小区2#号,"111.494473,27.251349"
1288,北塔区邵阳监狱茶元小区4栋,"111.452197,27.246489"
1289,双清区邵水东路170号,"111.473892,27.235445"
1290,北塔区陈家桥乡兴旺村,"111.421234,27.268427"
1291,双清区爱莲街道大水村16组,"111.532018,27.206653"
1292,双清区雍翠社区干冲1-2号门面,"111.498364,27.241284"
1293,北塔区江北大市场25栋27号门面,"111.454220,27.245729"
1294,大祥区板桥乡横冲村25号,"111.515196,27.186121"
1295,北塔区资枣社区12栋,"111.448837,27.250765"
1296,大祥区城南街道清风村4组93号,"111.459254,27.172772"
1297,双清区东大路134号,"111.483961,27.239948"
1298,北塔区广厦名都小区蔡锷路11#-1004门面,"111.455779,27.242524"
1299,大祥区檀江乡新塘村23组357号,"111.499562,27.152793"
1300,大祥区檀江乡新塘村23组353号,"111.499562,27.152793"
1301,双清区石桥乡马安村8组,"111.486440,27.222489"
1302,北塔区状元社区9栋3-4号门面,"111.448924,27.242846"
1303,北塔区茶元头小区邵阳监狱,"111.399941,27.234983"
1304,大祥区宝庆中路182号门面,"111.464468,27.232119"
1305,大祥区檀江乡新塘村22组328号,"111.499562,27.152793"
1306,双清区石桥乡五一村8组,"111.501267,27.225573"
1307,北塔区江北大市场15-4栋,"111.455590,27.241455"
1308,大祥区南苑大厦岗亭,"111.455068,27.220053"
1309,北塔区江北大市场11栋48号门面,"111.454802,27.243221"
1310,双清区京都世界城第3栋1单元1层0101001号,"111.496341,27.232708"
1311,双清区石桥乡邵阳大道京都世纪城17栋102号,"111.495261,27.214437"
1312,大祥区火车南站15号地13栋1号门面,"111.462127,27.214494"
1313,大祥区城南街道办清风村11组266号,"111.459254,27.172772"
1314,大祥区板桥乡烟塘村2组316号,"111.538809,27.175256"
1315,大祥区红旗路金信大厦,"111.458948,27.234954"
1316,大祥区凯轩花园1栋6号,"111.464731,27.216373"
1317,大祥区蔡锷乡罗士村7组,"111.557714,27.124540"
1318,大祥区百春园幼儿园6号门面,"111.452090,27.223107"
1319,大祥区滑石村16栋2单元201号门面,"111.455581,27.227642"
1320,大祥区双园路华夏田园15栋4号门面,"111.440726,27.219806"
1321,大祥区樟树垅小区32栋门面,"111.434592,27.234020"
1322,大祥区城南乡祭旗坡,"111.452518,27.215313"
1323,北塔区状元洲社区37栋维也纳酒店大厅,"111.449070,27.242743"
1324,双清区经济开发区高崇山镇高崇山社区8组,"111.592730,27.257465"
1325,双清区世纪大道北路,"111.496341,27.232708"
1326,大祥区恒泰龙湖一期7栋1单元1楼102号,"111.436772,27.218323"
1327,大祥区电机路城南公园安置房2栋4号,"111.465728,27.225600"
1328,大祥区板桥乡蔡家村2组333号,"111.567579,27.179085"
1329,大祥区檀江乡六甲村326号,"111.478870,27.163966"
1330,大祥区蔡锷乡山东村1组32号,"111.550036,27.097305"
1331,大祥区面铺乡划船村1组105号附1号,"111.426722,27.112226"
1332,大祥区邵府街80-2号门面,"111.471313,27.235918"
1333,大祥区红星社区15号安置地20栋4单元15号门面,"111.464132,27.219869"
1334,北塔区中驰第一城3号1单元0001019,"111.455360,27.254028"
1335,北塔区资枣社区92号安置地4栋2单元,"111.448958,27.249617"
1336,北塔区资枣社区安置地14栋3单元,"111.448836,27.251034"
1337,双清区双坡北路3号综合楼,"111.492892,27.248834"
1338,双清区高崇山镇渔长村九组（原长木村一组）村部旁,"111.594911,27.280118"
1339,大祥区雨溪镇新冲村10组,"111.412907,27.159144"
1340,双清区得丰市场11栋13号,"111.499305,27.237920"
1341,北塔区新滩镇资新社区39栋2号,"111.412475,27.227638"
1342,大祥区檀江乡双江村20号,"111.504202,27.194457"
1343,双清区陶家冲社区14组,"111.499889,27.235456"
1344,北塔区江北资园村17栋2号门面,"111.454237,27.245585"
1345,双清区铁砂岭1弄12号,"111.478326,27.235548"
1346,北塔区江北开发区资园19栋1-2号门面,"111.453561,27.245548"
1347,北塔区江北大市场26栋11号门面,"111.452971,27.242001"
1348,北塔区新滩镇街道办江北社区320国道旁,"111.389615,27.243624"
1349,双清区火车站乡古塘社区10组363号,"111.525339,27.261121"
1350,大祥区学院路城南园艺场403号,"111.448814,27.211825"
1351,北塔区江北大市场19栋38号门面,"111.454133,27.241628"
1352,北塔区陈家桥乡兴旺村2组1号,"111.421234,27.268427"
1353,大祥区板桥乡立新村9组33号,"111.571559,27.194909"
1354,双清区爱莲池社区肥田安置地,"111.519753,27.230218"
1355,大祥区学院路街道梅子井社区5组医专对面,"111.432304,27.196893"
1356,双清区湘商产业园门口,"111.566536,27.262985"
1357,双清区双坡南路四公司家属区,"111.496694,27.239453"
1358,北塔区蔬菜市场内122号门面,"111.467072,27.244520"
1359,大祥区蔡锷乡黄草坪村2组,"111.591238,27.111520"
1360,双清区虹桥电话亭,"111.496341,27.232708"
1361,大祥区学院路街道学院路社区七里坪新村18栋,"111.444125,27.202250"
1362,双清区爱莲办事处横木村6组,"111.531903,27.226203"
1363,双清区中心医院东院,"111.503233,27.213807"
1364,大祥区学院路街道梅子社区8组291号,"111.428049,27.190144"
1365,大祥区雨溪镇五花村27组,"111.425966,27.144698"
1366,大祥区呙家园大安街社区28栋,"111.457497,27.234813"
1367,双清区得丰市场6栋20号,"111.498050,27.238103"
1368,北塔区宝城花苑10栋1001号,"111.447116,27.248350"
1369,大祥区板桥乡李家山村13组科技园对面,"111.526176,27.187299"
1370,北塔区新兴花苑,"111.413658,27.231068"
1371,双清区高崇山镇马石村7组168号,"111.599355,27.245509"
1372,双清区邵石路汽车东站综合楼5号门面,"111.487237,27.239241"
1373,双清区兴隆办理处紫薇社区12组,"111.511089,27.248593"
1374,大祥区敏州西路雍翠怡景A栋15号门面,"111.446694,27.221979"
1375,北塔区资园二巷7栋1号,"111.452197,27.246489"
1376,双清区双坡南路四公司家属区,"111.496694,27.239453"
1377,北塔区状元社区28栋1单元1-2号门面,"111.448027,27.244197"
1378,北塔区西湖桥社区4栋六单元4号,"111.457219,27.242986"
1379,双清区化纤路2号,"111.496341,27.232708"
1380,双清区步行街A1栋1楼1间靠五一南路出口,"111.480222,27.239579"
1381,大祥区火车南站站前区8号地6栋1单元2号门面,"111.462127,27.214494"
1382,双清区渡头桥镇渡头社区,"111.573048,27.198786"
1383,双清区宝庆东路41栋,"111.493035,27.232061"
1384,双清区高崇山镇荷兴村五组178号,"111.592730,27.257465"
1385,北塔区陈家桥乡廖家村6组,"111.428058,27.278100"
1386,北塔区江北大市场15-3栋9号门面,"111.455606,27.241904"
1387,北塔区陈家桥乡望城坡21号,"111.427805,27.266361"
1388,大祥区残联集资房门面2号门面,"111.439091,27.221452"
1389,大祥区红旗路紫荆大厦遥临巷1号,"111.462787,27.236362"
1390,双清区兴业路与望山路交汇处,"111.526350,27.258379"
1391,大祥区华夏田园18栋3号,"111.440726,27.219806"
1392,双清区火车站乡古塘社区6组,"111.525339,27.261121"
1393,大祥区戴家坪大山建筑4号门面,"111.476185,27.227768"
1394,大祥区面铺乡罗市村16组119号,"111.557714,27.124540"
1395,大祥区大同街华通大厦第8号门面,"111.469061,27.239642"
1396,大祥区华夏田园17栋6号门面,"111.440726,27.219806"
1397,双清区宝庆东路润阳广场1号2单元门口,"111.498031,27.233278"
1398,大祥区计量检试检定所附属楼北面7-9号,"111.439091,27.221452"
1399,双清区塔北路菜市场18号门面,"111.490197,27.246956"
1400,双清区金百汇B093号,"111.479323,27.239421"
1401,北塔区茶元头乡枫林村原涟江村石笋组361号,"111.377881,27.246061"
1402,双清区昭陵西路29号,"111.479401,27.240287"
1403,双清区三眼井农贸市场140号,"111.483197,27.238235"
1404,大祥区蔡锷乡陈桥村,"111.551342,27.143833"
1405,双清区火车站乡红旗村1组东大路74号,"111.493603,27.242797"
1406,大祥区雨溪镇雨溪村214号,"111.439091,27.221452"
1407,北塔区魏源东路124号,"111.461014,27.245757"
1408,北塔区北大市场20栋43号门面,"111.453854,27.241221"
1409,双清区三眼井食品城1-48号,"111.481432,27.237679"
1410,大祥区宝庆西路湘林市场综合楼36号门面,"111.453578,27.230281"
1411,大祥区市委党校红星花苑2、3号门面,"111.467066,27.226001"
1412,大祥区市教育局城北路2号门面,"111.460571,27.231639"
1413,大祥区西湖路回归大厦A栋八号门面,"111.455176,27.224482"
1414,双清区佘湖社区老年活动中心大楼14号门面,"111.484993,27.228483"
1415,双清区石桥乡马安村7组,"111.486440,27.222489"
1416,双清区建设路82-83号,"111.485565,27.233232"
1417,双清区东风路338号,"111.472152,27.238182"
1418,双清区通衡街20号,"111.475648,27.237943"
1419,双清区邵水东路房地产交易所133号,"111.471586,27.239216"
1420,大祥区火车南站40号地1号综合楼,"111.462127,27.214494"
1421,大祥区火车南站街道祭旗坡8号安置地3栋4号门面,"111.456578,27.216203"
1422,大祥区火车南站24-2号2栋B3号,"111.462127,27.214494"
1423,大祥区板桥乡横冲村5组309号,"111.515196,27.186121"
1424,双清区宝庆东路老洗衣机厂对面,"111.519959,27.251722"
1425,双清区高崇山浏阳村恒天九五安置地13栋3号,"111.571028,27.262540"
1426,双清区建设路3组,"111.485565,27.233232"
1427,双清区宝庆东路原微波局11号,"111.498031,27.233278"
1428,双清区云水铺乡云十村二组68号,"111.543726,27.208176"
1429,双清区石桥乡陶家冲社区156号,"111.499889,27.235456"
1430,大祥区邵水西路青龙不夜城西栋自南向北九号,"111.468966,27.238495"
1431,大祥区曹婆井邵联大厦西侧1——2号门,"111.472488,27.238357"
1432,大祥区红旗路378号,"111.458867,27.235309"
1433,大祥区城北路10号,"111.469066,27.239881"
1434,双清区立新路碧桂园,"111.519531,27.234480"
1436,大祥区站前区商贸步行城12号地2栋,"111.501250,27.237529"
1437,双清区昭陵西路247号,"111.475498,27.242010"
1438,双清区五一北路195号1栋新都大厦,"111.477798,27.250971"
1439,双清区五一北路刘家巷111号,"111.477927,27.250689"
1440,双清区火车站乡白云村2组234号,"111.510128,27.265830"
1441,双清区火车站乡白云村二组,"111.510128,27.265830"
1442,双清区得丰大厦13一15号,"111.497059,27.238321"
1443,双清区湘桂黔建材城二期A区二栋1231号门面,"111.510010,27.241949"
1444,大祥区李子园社区拦河坝二巷60号,"111.465927,27.225683"
1445,大祥区火车南站17号安置地第6栋一楼两间门面,"111.463769,27.218907"
1446,大祥区宝庆西路湘林市场100号,"111.454374,27.230086"
1447,大祥区汽车南站祭旗坡综合楼2-3号门面,"111.452518,27.215313"
1448,大祥区城南园艺场马鞍石公交站旁,"111.442913,27.204250"
1449,大祥区西湖路祭旗坡社区汽车南站综合楼入口左边门面,"111.452130,27.220432"
1450,大祥区雨溪社区六组207国道旁,"111.424240,27.189785"
1451,大祥区蔡锷乡陈桥村4组129号,"111.551342,27.143833"
1452,大祥区敏州西路华夏田园小区81栋至83A栋负一层,"111.440983,27.220216"
1453,大祥区敏州西路华夏星园12栋1-2号门面,"111.449971,27.221479"
1454,大祥区华夏田园小区16栋001003号,"111.440983,27.220216"
1455,大祥区西外路公汽公司门口,"111.455217,27.232322"
1456,大祥区织布分厂门口,"111.430871,27.233057"
1457,北塔区金盾花园2栋109号,"111.461073,27.257365"
1458,北塔区中驰第一城12栋1006号,"111.452631,27.254901"
1459,北塔区高撑社区金盾花园2栋201、202、203、204、205号,"111.461073,27.257365"
1460,北塔区磨石社区6组,"111.438699,27.244493"
1461,北塔区北塔区智佳花苑6栋28号门面,"111.446549,27.250767"
1462,北塔区江北建材城4栋13号门面,"111.450959,27.244952"
1463,北塔区北建材市场15栋10号,"111.511798,27.242443"
1464,北塔区茶元头乡茶元村275号,"111.399699,27.224238"
1465,北塔区茶元头乡白田村78号,"111.417625,27.221807"
1466,大祥区茅坪村2组19号,"111.479552,27.204580"
1467,大祥区樟树垅小区七栋15、16号门面,"111.436489,27.232502"
1468,北塔区云山路生活区西湖春天,"111.456485,27.255681"
1469,大祥区人防办综合楼10号,"111.472309,27.240774"
1470,大祥区西湖南路桔园路交汇处0001002,"111.447507,27.201118"
1471,北塔区田江丰江4组194(丰江入口),"111.483121,27.257860"
1472,大祥区学院路街道梅子社区9组,"111.428049,27.190144"
1473,大祥区宝庆西路湘林市场综合楼18号门面,"111.453578,27.230281"
1474,双清区三一专用汽车有限责任公司北门,"111.496341,27.232708"
1475,双清区石桥乡大坡村九组,"111.513244,27.234157"
1476,双清区爱莲街道云水村,"111.546185,27.203811"
1477,双清区邵石路麻子洼卫生监督所办公楼一楼右边门面,"111.489707,27.237474"
1478,双清区建设路富达城市山林7号,"111.483960,27.234288"
1479,双清区五一南路泊富金街四楼大地影院隔壁,"111.480865,27.237751"
1480,双清区通衡街社区88号,"111.477313,27.236375"
1481,双清区涂家冲锅厂楼下13号门面,"111.475401,27.235358"
1482,双清区通衡街44号附1号,"111.478019,27.236808"
1483,大祥区板桥乡召伯村6组189号,"111.578290,27.192482"
1484,大祥区火车南站站前25-1号地1栋第5号门面,"111.462127,27.214494"
1485,大祥区板桥乡召伯村9组226号,"111.578290,27.192482"
1486,双清区城东乡新华新村7栋,"111.502025,27.246850"
1487,双清区金罗湾汽配城2栋10一13号,"111.496341,27.232708"
1488,双清区双坡南路得丰大厦19、20号门面,"111.497059,27.238321"
1489,大祥区宝庆中路华龙大酒店1号,"111.464189,27.232271"
1490,大祥区宝庆山庄酒店前大门门面,"111.464750,27.226801"
1491,大祥区昊瀚大厦4号门面,"111.468307,27.220561"
1492,大祥区电机路翠峰大厦5号门面,"111.467704,27.224843"
1493,大祥区戴家路戴家坪5栋104号,"111.466841,27.228968"
1494,大祥区罗市镇盘比村296号,"111.424217,27.088864"
1495,大祥区戴家路城南帝景B栋,"111.472443,27.233484"
1496,大祥区李子园路10号壹楼D21铺位,"111.469413,27.229736"
1497,大祥区李子园社区尚书名苑5号楼一层四间商铺,"111.476850,27.228124"
1498,大祥区罗市镇加油站对面,"111.478411,27.139750"
1499,大祥区檀江乡清风村18组,"111.459254,27.172772"
1500,大祥区板桥乡云安村20组,"111.533265,27.157932"
1501,北塔区陈家桥乡宝庆驾校,"111.414500,27.272958"
1502,北塔区陈家桥乡万岁社区3组,"111.421234,27.268427"
1503,北塔区田江街道高撑社区七组,"111.461329,27.257183"
1504,北塔区田江街道苗儿村5组139号,"111.488777,27.284117"
1505,大祥区敏州西路敏州农贸市场旁,"111.448095,27.217932"
1506,大祥区江南世家1栋9号商铺,"111.440479,27.216913"
1507,大祥区罗市社区加油站右侧100米,"111.473961,27.142278"
1508,大祥区城南乡紫霞村十组259号,"111.481146,27.183330"
1509,双清区渡头桥镇鸡笼村155号附1号,"111.573970,27.235228"
1510,双清区鸡笼乡光辉村6组,"111.615477,27.205985"
1511,大祥区马鞍石七里坪社区居委会旁,"111.447456,27.206943"
1512,大祥区中天宝电馨城9号楼0001008室,"111.450334,27.207425"
1513,大祥区圣地亚哥小区3栋012商铺,"111.444107,27.194139"
1514,大祥区滑石新村化学试剂厂内,"111.455816,27.227179"
1515,大祥区城南街道梅子社区9组268号,"111.428049,27.190144"
1516,双清区砂子坡8组,"111.459880,27.225525"
1517,双清区双坡南路海洋明珠1号栋02、03门面,"111.496848,27.237504"
1518,北塔区江北大市场46栋27、29号门面,"111.456057,27.243916"
1519,双清区立新路碧桂园峰景16栋1001号,"111.519531,27.234480"
1520,双清区火车站乡莲荷村14组,"111.524591,27.286251"
1521,双清区火车站乡白云村2组,"111.510128,27.265830"
1522,大祥区雨溪乡唐四村15组垆塘桥,"111.407511,27.167815"
1523,大祥区西外街邵阳师范五门面,"111.479567,27.238963"
1524,大祥区学院路街道梅子社区5组68号,"111.428049,27.190144"
1525,北塔区北塔村人口医院旁,"111.496758,27.239663"
1526,双清区江湖社区184号,"111.474674,27.255947"
1527,大祥区蔡锷乡山东村13组,"111.550036,27.097305"
1528,大祥区和兴南方明珠二期7号楼0201002室,"111.445138,27.211644"
1529,大祥区敏州路南星大夏21号,"111.454986,27.220949"
1530,大祥区雨溪街道翁家社区21组285号,"111.439091,27.221452"
1531,大祥区敏州西路马蹄社区149号,"111.444610,27.222254"
1532,大祥区邵檀路一园艺场综合楼8号门面,"111.439091,27.221452"
1533,北塔区陈家桥乡柑子塘社区4组4号,"111.421234,27.268427"
1534,北塔区槐树村老三化对面,"111.438954,27.251020"
1535,北塔区陈家桥乡万岁社区13组,"111.421234,27.268427"
1536,北塔区陈家桥乡白泥田村6组11号,"111.473554,27.293310"
1537,北塔区陈家桥乡万岁庙4组10号,"111.439932,27.272537"
1538,双清区涂家冲综合楼底层16号、17号门面,"111.475579,27.235539"
1539,大祥区面铺乡蔡塘村12组,"111.442561,27.149778"
1540,双清区迴栏街7号,"111.475224,27.242061"
1541,大祥区蔡锷乡蔡锷村232号,"111.527209,27.153409"
1542,双清区火车站乡莲荷村13组24号,"111.524591,27.286251"
1543,大祥区火车南站盛世嘉园6M-127-128号门面,"111.465383,27.217741"
1544,北塔区高撑社区金盾花园门口,"111.461865,27.257250"
1545,大祥区金三角步行街2栋15号,"111.460112,27.219508"
1546,大祥区百春园中心1号楼,"111.451309,27.222585"
1547,双清区云水乡快活村4组,"111.545394,27.207974"
1548,双清区双坡北路华西1号综合楼,"111.493360,27.249136"
1549,双清区宝庆东路陶然雅苑,"111.495780,27.232051"
1550,双清区石桥乡立新村五一安置地,"111.502717,27.220453"
1551,北塔区崀山路1栋1号门面,"111.457711,27.248692"
1552,北塔区商业小区3栋18号门面,"111.450920,27.245969"
1553,北塔区阳光花园2号门面,"111.447896,27.245633"
1554,大祥区二纺机马蹄路3号,"111.450301,27.219983"
1555,大祥区青城国际1栋1-3号门面,"111.460655,27.221157"
1556,大祥区蔡锷乡蔡锷村3组,"111.527209,27.153409"
1557,大祥区祭旗坡,"111.452518,27.215313"
1558,大祥区城南乡紫霞村3组75号,"111.481146,27.183330"
1559,北塔区江北有线家属楼1-2号门面,"111.452197,27.246489"
1560,大祥区铜铃社区火车南站40号地2栋,"111.462127,27.214494"
1561,大祥区城南场七里坪新村18栋,"111.444125,27.202250"
1562,双清区东大路163号,"111.484639,27.240410"
1563,双清区金罗湾商贸城1027门面,"111.495203,27.252059"
1564,双清区石桥乡屏丰村10组,"111.501309,27.211711"
1565,大祥区沙井头70号,"111.466687,27.234661"
1566,双清区鼓楼亭129号,"111.478809,27.236297"
1567,大祥区火车南站财富大厦11号门面,"111.456656,27.214459"
1568,北塔区世界钰园5栋1008-1009号,"111.456843,27.263376"
