id,address,location
10913,大禾塘金旺农贸市场二楼楼梯间,"111.751805,27.244533"
10914,宋家塘金龙大道（金龙路与黄狮路交叉口）,"111.740362,27.253472"
10915,宋家塘昭阳大道358号,"111.745172,27.263631"
10916,佘田桥镇南兴街,"111.948811,27.121012"
10917,流光岭镇流光岭街,"111.947800,27.257317"
10918,大禾塘百兴路132号,"111.722547,27.217623"
10919,宋家塘汽车西站景秀路15栋7号,"111.732826,27.267813"
10920,大禾塘解放北路76号,"111.754996,27.250778"
10921,宋家塘文体路511号,"111.732162,27.262338"
10922,宋家塘办事处农林城26栋,"111.737987,27.244979"
10923,大禾塘成园路80号,"111.750198,27.259815"
10924,两市塘办事处农林城37栋A-5号,"111.740221,27.247066"
10925,牛马司镇桐杨村,"111.678040,27.268578"
10926,砂石镇王木村,"111.919149,27.252040"
10927,流光岭镇龙胜村民夫组11号,"111.989612,27.215672"
10928,团山镇农贸市场,"112.001510,27.276817"
10929,灵官殿镇双忠村,"111.909849,27.031610"
10930,仙差桥镇五金工业园五金大道,"111.720600,27.176700"
10931,灵官殿镇同兴村,"111.948850,27.026410"
10932,野鸡坪镇高楼市场,"111.900023,27.074644"
10933,牛马司镇井头村,"111.678040,27.268578"
10934,大禾塘太和村,"111.759771,27.238892"
10935,两市塘办事处兴隆村衡宝路预编地5号,"111.744235,27.238417"
10936,杨桥镇梅子村新建组1号,"111.977525,27.205975"
10937,两市塘解放路23号,"111.746665,27.240627"
10938,大禾塘解放北路127号,"111.750781,27.247539"
10939,宋家塘雷祖路79号,"111.738731,27.265306"
10940,两市塘人民路116号,"111.744222,27.237478"
10941,牛马司镇水井头村城东路,"111.679084,27.269371"
10942,水东江镇桥边塘街,"112.036520,27.139846"
10943,野鸡坪镇野鸡坪街,"111.900023,27.074644"
10944,大禾塘黄陂桥街上,"111.801195,27.267076"
10945,九龙岭镇新江街,"111.670509,27.125058"
10946,两市塘办事处人民路二巷1号,"110.152655,26.589136"
10947,团山镇黄土铺街,"112.001510,27.276817"
10948,牛马司镇西洋江村,"111.678040,27.268578"
10949,团山镇团山街竹木市场,"112.001510,27.276817"
10950,大禾塘金旺农贸市场1楼102号,"111.751805,27.244533"
10951,宋家塘景秀路,"111.738996,27.266530"
10952,大禾塘百宝路71号,"111.743708,27.253055"
10953,黑田铺镇双泉铺街,"111.717076,27.319243"
10954,两市塘解放路35号,"110.852819,26.429914"
10955,火厂坪镇双井溪村东山屋组22号,"111.883158,27.195445"
10956,大禾塘荷田路297号,"111.743026,27.256444"
10957,宋家塘广场南路53号,"111.739352,27.254220"
10958,大禾塘山沿路76号,"111.747055,27.255674"
10959,宋家塘北岭路（博雅花园B栋1-2号),"111.750429,27.268133"
10960,大禾塘荷田东路72号,"111.751074,27.256005"
10961,宋家塘永兴路中央华府,"111.736927,27.266909"
10962,宋家塘托运城15栋23号,"111.736703,27.263671"
10963,大禾塘解放路2号,"111.748494,27.244880"
10964,大禾塘市场路75号,"111.745658,27.248079"
10965,两市塘办事处人民路157号,"111.744235,27.238417"
10966,大禾塘百和路10号,"111.216940,26.941058"
10967,宋家塘新铺路58号,"111.735278,27.260296"
10968,流泽镇集义村,"111.865030,27.290662"
10969,宋家塘皮具工贸园皮具大道E栋,"111.726022,27.267836"
10970,大禾塘百富东路121号,"111.752366,27.253122"
10971,水东江镇汪塘街,"112.036520,27.139846"
10972,魏家桥镇井边村6组13号,"111.678876,27.211172"
10973,两市塘办事处人民路82号,"111.746836,27.237589"
10974,大禾塘大田社区二组27号,"111.755833,27.261769"
10976,佘田桥镇佘灵路20号,"111.949805,27.120983"
10977,廉桥镇廉禾路69号,"111.848487,27.321227"
10978,宋家塘办事处兴禾一路2号,"111.743250,27.267583"
10979,大禾塘高丽路110号,"111.750981,27.260069"
10980,灵官殿镇毛荷殿街,"111.948850,27.026410"
10981,宋家塘办事处竹岭路262号,"111.728446,27.260627"
10982,宋家塘金龙大道786号,"111.742001,27.260494"
10983,宋家塘昭阳大道472号,"111.742929,27.263979"
10984,流光岭镇茶市村,"111.968032,27.228953"
10985,佘田桥镇佘田村,"111.949805,27.120983"
10986,周官桥乡光子山,"111.812767,27.232370"
10987,两市镇建设北路与新1814线交汇处,"111.752304,27.259212"
10988,两市镇宋家塘村,"111.729162,27.275641"
10989,宋家塘昭阳大道212号,"111.749331,27.263160"
10990,流泽镇新爱村8组22号,"111.906220,27.281264"
10991,两市塘街道办事处胜利街二巷23号,"111.745422,27.245096"
10992,两市塘办事处江南明珠小区3B栋9-10号,"111.760295,27.264184"
10993,宋家塘梨园社区福星御景城,"111.738970,27.276779"
10994,大禾塘凤凰城3栋116-118号,"111.784209,27.258257"
10995,宋家塘金龙大道（财神酒店内一楼大厅）,"111.742561,27.265150"
10998,黑田铺镇金龙山村,"111.779155,27.322007"
10999,宋家塘办事处兴禾大道688号13栋5号,"111.730456,27.258397"
11000,两市塘办事处兴隆居委会十七组9号,"111.744235,27.238417"
11001,仙槎桥镇仙槎桥村三组,"111.720600,27.176700"
11002,火厂坪镇泉福村,"111.864848,27.201391"
11003,界岭镇金银村3组9号,"111.553975,27.076867"
11004,两市塘办事处人民路57号,"110.860014,26.440576"
11007,火厂坪镇市场43号,"111.900549,27.174929"
11008,团山镇崇山铺街,"112.001510,27.276817"
11009,宋家塘天骄豪庭,"111.734031,27.268320"
11010,宋家塘永兴路85、87号,"111.737960,27.257590"
11011,杨桥镇枫树坪街,"111.959288,27.153134"
11012,九龙岭镇黄金村7组22号,"111.670509,27.125058"
11013,宋家塘金龙大道901号,"111.741779,27.266415"
11014,宋家塘办事处东苑路维也纳酒店旁,"111.736362,27.249397"
11015,周官桥乡洲下桥村景足组,"111.811120,27.217130"
11016,牛马司镇顺利村,"111.639938,27.239483"
11017,魏家桥镇铁山村,"111.676228,27.198811"
11018,两市塘八一路42号,"111.743599,27.242995"
11019,仙槎桥镇北斗村,"111.749029,27.177622"
11020,斫曹乡长流村3组3号,"111.853359,27.405443"
11021,流泽镇大坪村廉火路9号,"111.876451,27.291704"
11022,斫曹乡金盆村1组27号,"111.868497,27.363280"
11023,火厂坪镇龙公桥街,"111.900549,27.174929"
11024,杨桥镇建胜村,"111.959288,27.153134"
11026,廉桥镇楮塘村廉湘街173-175号,"111.856884,27.322670"
11027,大禾塘高丽一路3巷6号,"111.216940,26.941058"
11028,宋家塘皮具工贸园E栋13-14号,"111.726950,27.266340"
11029,两市塘办事处红岭南路10号,"111.744235,27.238417"
11030,两市塘办事处新辉社区兴和三路49号,"111.744235,27.238417"
11031,魏家桥镇东风桥村8组,"111.641903,27.198327"
11032,两市塘办事处丽湾名阁6栋108-109号,"111.737136,27.237784"
11033,九龙岭镇新江村,"111.636980,27.112102"
11034,大禾塘办事处建设北路212-216号,"111.749189,27.252899"
11035,团山镇凌家村杨家组8号,"111.992666,27.225241"
11036,佘田桥镇羊岭村羊岭组,"111.952566,27.066344"
11037,两市塘办事处和尚桥兴隆村,"111.597184,27.354832"
11038,双凤乡东南村六组,"111.722388,27.081720"
11039,宋家塘衡宝路1276号,"111.732414,27.266008"
11040,宋家塘邵东大道98号,"111.735749,27.247912"
11041,仙槎桥镇邮电路18号,"111.711831,27.162089"
11042,黑田铺乡圳玄村,"111.758596,27.307833"
11043,两市塘办事处解放路9号,"110.851845,26.429091"
11044,大禾塘文体路（星城花园51号）,"111.744537,27.262424"
11045,廉桥镇药都产业A栋1-2号,"111.848487,27.321227"
11046,团山镇团山街,"112.001510,27.276817"
11047,宋家塘街道办事处昭阳路440号,"111.738410,27.264474"
11048,大禾塘建设北路714号,"111.752304,27.259212"
11049,廉桥镇瓦子坪村1组3号,"111.846192,27.382216"
11050,大禾塘白沙路31号,"111.750442,27.261667"
11051,大禾塘昭阳大道36号附1号（雅阁豪苑A（1栋）1-13-22号,"111.758400,27.261917"
11052,宋家塘金龙大道与景秀路交叉口,"111.738996,27.266530"
11053,宋家塘福星路福星御景城103号,"111.738970,27.276779"
11054,两市塘办事处人民路198号,"111.738161,27.239054"
11055,团山镇七入村,"112.001510,27.276817"
11056,两市塘金苑步行街E栋114号,"111.748120,27.245100"
11057,宋家塘办事处东方家居广场16栋19-20号,"111.728015,27.262149"
11058,两市塘办事处江南明珠2栋11-14号,"111.736936,27.235166"
11059,宋家塘办事处新辉路147号,"111.737206,27.250606"
11060,野鸡坪镇野鸡坪市场,"111.900023,27.074644"
11061,宋家塘办事处两塘路顺风国际大门左侧,"111.743250,27.267583"
11062,牛马司镇市场路,"111.678040,27.268578"
11063,仙槎桥镇灵山寺村2组56号,"111.743533,27.184982"
11064,牛马司镇城东路水井头街,"111.678040,27.268578"
11065,九龙岭镇栗山村小塘组,"111.670509,27.125058"
11066,大禾塘晨光村老屋堂安置区8、9、10号,"111.788652,27.259383"
11067,九龙岭镇栗山村,"111.670509,27.125058"
11068,双凤乡福安村八组,"111.759123,27.089618"
11069,仙槎桥镇仙槎桥居委会46号,"111.720600,27.176700"
11070,双凤乡东南村,"111.722388,27.081720"
11071,牛马司镇水井头村,"111.679084,27.269371"
11072,仙槎桥镇灵山寺,"111.743533,27.184982"
11073,九龙岭镇黄金村七组,"111.670509,27.125058"
11074,仙槎桥镇灵山寺街,"111.720600,27.176700"
11075,杨桥镇枫树坪街,"111.959288,27.153134"
11076,火厂坪镇新华路,"111.896963,27.178443"
11077,九龙岭镇栗山村,"111.670509,27.125058"
11078,仙槎桥镇灵山村,"111.745354,27.186897"
11079,水东江镇水东江街,"112.036520,27.139846"
11080,牛马司镇水井头村中心街,"111.678040,27.268578"
11081,牛马司镇城东路,"111.678040,27.268578"
11082,水东江镇小岭村小岭组,"112.009787,27.137734"
11083,堡面前乡红旌村,"112.080209,27.026355"
11084,双凤乡桐江源村九组,"111.725859,27.080967"
11085,水东江镇石虹村,"112.018592,27.135964"
11086,两市塘办事处港兴路13号,"111.741778,27.245981"
11087,宋家塘办事处兴禾大道兴林汇景大门口108号,"111.743250,27.267583"
11088,仙槎桥镇灵山寺村街,"111.720600,27.176700"
11089,仙槎桥镇市场路18号,"111.749332,27.259137"
11090,水东江镇水东江街,"112.036520,27.139846"
11092,灵官殿镇思裕村,"111.948850,27.026410"
11093,九龙岭镇栗山新街,"111.670509,27.125058"
11094,魏家桥镇魏家桥街,"111.641903,27.198327"
11095,宋家塘枫林路和顺家园,"111.727733,27.273788"
11096,杨桥镇东风村1814线旁,"111.966642,27.155769"
11097,水东江,"112.039566,27.120127"
11098,佘田桥镇中心街,"111.948752,27.122330"
11099,佘田桥镇衡宝中路,"111.949902,27.123144"
11100,堡面前乡五一村德元组1号,"112.053217,27.029604"
11101,流泽镇新爱村3组8号,"111.906220,27.281264"
11102,杨桥镇书院村,"111.992767,27.173011"
11103,牛马司镇水井头村,"111.679084,27.269371"
11104,魏家桥镇东风桥2组,"111.641903,27.198327"
11105,魏家桥镇魏家村,"111.641903,27.198327"
11106,魏家桥镇霞光村,"111.594986,27.182883"
11107,火厂坪镇星火路82号,"111.903250,27.171000"
11108,火厂坪镇火厂村市场22号,"111.900549,27.174929"
11109,魏家桥镇东风桥村二组,"111.641903,27.198327"
11110,九龙岭镇民族村,"111.698335,27.128280"
11111,九龙岭镇毛家栗山街,"111.670509,27.125058"
11112,砂石镇砂石街,"111.896495,27.247877"
11113,九龙岭镇八一村十七组,"111.670509,27.125058"
11114,宋家塘街道办事处竹岭路142号,"111.734100,27.260660"
11115,仙槎桥镇金城路103号,"111.720600,27.176700"
11116,九龙岭镇隘石村3组,"111.678426,27.091679"
11117,火厂坪镇市场1号,"111.900549,27.174929"
11118,火厂坪镇华中村,"111.895683,27.183604"
11119,仙槎桥镇灵山寺村,"111.743533,27.184982"
11120,杨桥镇东风村交叉口,"111.966642,27.155769"
11121,仙槎桥镇市场路20号,"111.720600,27.176700"
11122,双凤乡刘家村一组10号,"111.764004,27.112041"
11123,宋家塘村,"111.729162,27.275641"
11124,宋家塘南苑路16号,"111.729162,27.275641"
11125,火厂坪镇市场17号,"111.900549,27.174929"
11126,大禾塘百富路大汉丽景中央花园东侧4-1号,"111.753982,27.252706"
11127,大禾塘解放北路益桂苑B栋101号,"111.754167,27.249397"
11128,水东江镇桥边塘村,"112.037851,27.159491"
11129,宋家塘财富路3号,"111.729162,27.275641"
11130,黑田铺镇龙园村320国道旁,"111.858951,27.323158"
11131,宋家塘雷祖路审计局对面,"111.736057,27.266050"
11132,佘田桥镇南兴街89号,"111.948811,27.121012"
11133,宋家塘高丽路与雷祖路交叉处（廉景家园）9栋101号,"111.752108,27.264750"
11134,牛马司镇西洋江村,"111.678040,27.268578"
11135,佘田桥镇市场18号,"111.952867,27.121806"
11136,大禾塘创业大道创业花园小区2栋1-2号,"111.796578,27.265809"
11137,魏家桥镇魏家桥居委会五组,"111.641903,27.198327"
11138,堡面前乡红旌村,"112.080209,27.026355"
11139,佘田桥镇市场41号,"111.952867,27.121806"
11140,流泽镇油茶场村5组23号,"111.948076,27.290093"
11141,魏家桥镇魏家桥村2组8号,"111.641903,27.198327"
11142,宋家塘福星御景城K区4栋1单元104号,"111.744112,27.280428"
11143,佘田桥镇佘田桥市场35号,"111.949805,27.120983"
11144,佘田桥镇佘田桥市场40号,"111.949805,27.120983"
11145,水东江镇江山町村,"112.026981,27.138507"
11146,魏家桥镇仰山村3组,"111.641903,27.198327"
11147,牛马司镇城东街,"111.678040,27.268578"
11148,仙槎桥镇邵仙路91号,"111.711490,27.162271"
11149,仙槎桥镇向阳路,"111.720600,27.176700"
11150,九龙岭镇长青村二组,"111.670509,27.125058"
11151,魏家桥镇官桥铺村,"111.641903,27.198327"
11152,廉桥镇白马铺村3组,"111.811908,27.318638"
11153,佘田桥镇南兴街79号,"111.948811,27.121012"
11154,双凤乡东南村六组6号,"111.722388,27.081720"
11155,双凤乡双凤村六组7号,"111.725653,27.073685"
11156,牛马司镇范家山村,"111.629317,27.266963"
11157,大禾塘建设北路240号,"111.749009,27.253400"
11158,双凤乡迎丰村立新水库管理所,"111.685171,27.076911"
11159,牛马司镇西洋江村海角片11组,"111.678040,27.268578"
11160,两市塘胜利街165号,"111.747558,27.246417"
11161,团山镇双江街,"112.001510,27.276817"
11162,宋家塘办事处兴禾大道华电星苑13栋3号,"111.723956,27.257711"
11163,火厂坪镇龙公桥村七组47号,"111.841624,27.157049"
11164,火厂坪镇市场27号,"111.900549,27.174929"
11165,牛马司镇湾泥渡村九组,"111.654871,27.245927"
11166,团山镇崇山铺街,"112.001510,27.276817"
11167,团山镇双江村双乔组,"111.970254,27.306420"
11168,界岭乡界岭村,"111.953269,27.364119"
11169,佘田桥镇南兴街,"111.948811,27.121012"
11170,廉桥镇廉湘街粮食局门面,"111.856884,27.322670"
11171,牛马司镇西洋江村,"111.678040,27.268578"
11172,牛马司镇上桥村,"111.633359,27.299144"
11173,火厂坪镇火厂坪市场8号,"111.900549,27.174929"
11174,水东江镇汪塘街,"112.036520,27.139846"
11175,宋家塘两塘路102号,"111.731960,27.252808"
11176,团山镇漆树村,"111.970237,27.264783"
11177,魏家桥镇霞光村,"111.594986,27.182883"
11178,牛马司镇三尚村,"111.647736,27.249982"
11179,杨桥镇糜家村,"111.942741,27.169997"
11180,水东江镇长扶村5号,"112.012082,27.214193"
11181,宋家塘兴旺路300、302、304号,"111.735393,27.265304"
11182,佘田桥镇中心街52号,"111.948752,27.122330"
11183,佘田桥镇衡宝中路75号,"111.949902,27.123144"
11184,佘田桥镇中心街,"111.948752,27.122330"
11185,团山镇双江街,"112.001510,27.276817"
11186,宋家塘320国道旁,"111.729162,27.275641"
11187,佘田桥镇中心街14号,"111.948752,27.122330"
11188,佘田桥镇市场23号,"111.952867,27.121806"
11189,佘田桥镇佘田桥市场,"111.949805,27.120983"
11190,佘田桥镇南兴街57号,"111.948811,27.121012"
11191,仙槎桥镇邵仙北路74号,"111.720600,27.176700"
11192,团山镇双江街,"112.001510,27.276817"
11193,水东江镇高塘村,"112.001526,27.149045"
11194,牛马司镇市场路,"111.678040,27.268578"
11196,黄陂桥乡金星村,"111.998824,27.004790"
11197,简家陇乡双河村中间组4号,"111.808469,27.067916"
11198,牛马司镇仁义村,"111.678040,27.268578"
11199,牛马司镇范家山居委会,"111.625595,27.267360"
11200,牛马司镇范家山居委会,"111.625595,27.267360"
11201,宋家塘衡宝路（金三角20号）,"111.731818,27.263910"
11202,宋家塘办事处华电路043、045号,"111.726493,27.256355"
11203,大禾塘创业大道与兴盛路交叉口,"111.787947,27.260454"
11204,魏家桥镇霞光村七组11号,"111.594986,27.182883"
11205,牛马司镇小桥村五组,"111.686675,27.260669"
11206,简家陇乡群力村易家组,"111.838583,27.096858"
11207,宋家塘村320国道旁,"111.448554,27.230561"
11208,牛马司镇西洋江村,"111.678040,27.268578"
11209,牛马司镇水井头街,"111.678040,27.268578"
11210,两市塘办事处解放路老地税局门面,"111.746344,27.238281"
11211,牛马司镇小桥村八组,"111.686675,27.260669"
11212,灵官殿镇茶子山街,"111.948850,27.026410"
11213,灵官殿镇石株桥街,"111.948850,27.026410"
11214,团山镇团山街,"112.001510,27.276817"
11215,大禾塘兴和路137号,"111.749215,27.257866"
11216,宋家塘办事处公园社区竹岭路268号格林春天3栋13号,"111.726158,27.262283"
11217,大禾塘昭阳大道（大田车站旁）,"111.755548,27.261970"
11218,佘田桥镇衡宝中路33号,"111.949902,27.123144"
11219,范家山镇洪桥村21组423号,"111.616732,27.320602"
11220,仙槎桥镇邮电路,"111.711831,27.162089"
11221,大禾塘成园路98号,"111.749703,27.256892"
11222,大禾塘建设北路337-339号,"111.752304,27.259212"
11223,九龙岭镇柳塘村四组,"111.673642,27.110663"
11224,团山镇石龙村,"111.948364,27.316376"
11225,团山镇崇山铺街,"112.001510,27.276817"
11226,范家山镇范家山村十三组236号,"111.629317,27.266963"
11228,仙槎桥镇灵山寺街,"111.720600,27.176700"
11229,水东江镇古城村,"112.072785,27.198856"
11230,团山镇团山居委会,"112.001510,27.276817"
11231,双凤乡古奇村,"111.752638,27.085554"
11232,杨桥镇枫树村,"111.907521,27.189044"
11233,杨桥镇枫树坪新街,"111.959288,27.153134"
11234,水东江镇开发区,"112.037215,27.140771"
11235,九龙岭镇黄金村4组1号,"111.670509,27.125058"
11236,灵官殿镇永田村,"111.948850,27.026410"
11237,九龙岭镇双桥村八组,"111.623187,27.139405"
11238,宋家塘湾林路1-3号,"111.737527,27.254527"
11239,宋家塘兴和大道379号,"111.741615,27.258045"
11240,两市塘办事处金龙大道丽湾名阁6栋101-103号门面,"111.737136,27.237784"
11241,简家陇镇羊家冲村,"111.860592,27.096097"
11242,杨桥镇东风村路口,"111.959288,27.153134"
11243,杨桥镇东风村,"111.966642,27.155769"
11244,杨桥镇东风村,"111.966642,27.155769"
11245,杨桥镇湘运车站,"111.959288,27.153134"
11246,杨桥镇杨桥新街,"111.959288,27.153134"
11247,仙槎桥镇灵山村,"111.745354,27.186897"
11248,仙槎桥镇灵山寺村,"111.743533,27.184982"
11249,两市塘灵泉村四组,"111.744854,27.246947"
11250,仙槎桥镇灵山寺村二组,"111.743533,27.184982"
11251,两市塘永兴村一组10号,"111.744854,27.246947"
11252,大禾塘文体路星城花园75号,"111.744537,27.262424"
11253,大禾塘红岭路与文体路交叉口,"111.746400,27.261049"
11254,牛马司镇范家山居委会,"111.625595,27.267360"
11255,范家山镇范家山街,"110.756653,26.429311"
11256,牛马司镇范家山居委会范家山村,"111.629317,27.266963"
11257,范家山镇范家山街,"110.756653,26.429311"
11258,牛马司镇范家山村,"111.629317,27.266963"
11259,牛马司镇范家山村,"111.629317,27.266963"
11260,堡面前乡堡面前街,"112.019814,27.039796"
11261,堡面前乡堡面前街,"112.019814,27.039796"
11262,火厂坪镇浩然村,"111.890043,27.193196"
11263,火厂坪镇红星路18号,"111.899440,27.176767"
11264,火厂坪镇金属市场6栋,"111.900549,27.174929"
11265,火厂坪镇新华路103号,"111.745900,27.253550"
11266,火厂坪镇新华路,"111.896963,27.178443"
11267,火厂坪镇新华路17号,"111.897250,27.178571"
11268,火厂坪镇新华路4号,"111.896963,27.178443"
11269,火厂坪镇市场21号,"111.900549,27.174929"
11270,火厂坪镇星火路52号,"111.897500,27.176550"
11271,流泽镇大坪村,"111.876451,27.291704"
11272,流泽镇大坪居委会,"111.876451,27.291704"
11273,灵官殿镇石株桥街,"111.948850,27.026410"
11274,灵官殿镇石株桥街,"111.948850,27.026410"
11275,灵官殿镇石株桥街,"111.948850,27.026410"
11276,灵官殿镇金华村,"111.973380,26.983430"
11277,石株桥乡石株桥街,"111.968732,26.975116"
11278,魏家桥镇魏家桥街,"111.641903,27.198327"
11279,魏家桥镇新供销社门面,"111.641903,27.198327"
11280,火厂坪镇龙公桥村6组26号,"111.841624,27.157049"
11281,廉桥镇车站路2号,"111.852514,27.313819"
11282,廉桥镇廉邵街老汽车站,"111.854383,27.323150"
11283,廉桥镇廉湘街95号,"111.857609,27.323187"
11284,廉桥镇廉湘街,"111.856884,27.322670"
11285,廉桥镇药都产业园成都路10栋23号,"111.848487,27.321227"
11286,廉桥镇药都社区长春路78栋65号,"111.861629,27.321721"
11287,廉桥镇兴廉路85号,"111.863417,27.313479"
11288,廉桥镇兴隆村,"111.848487,27.321227"
11289,九龙岭镇栗山村,"111.670509,27.125058"
11290,九龙岭镇栗山村新街,"111.670509,27.125058"
11291,九龙岭镇栗山村,"111.670509,27.125058"
11292,九龙岭镇栗山村,"111.670509,27.125058"
11293,九龙岭镇栗山村（镇政府门口）,"111.670509,27.125058"
11294,周官桥乡周祝村周光组15号,"111.843841,27.197873"
11295,宋家塘赛田路兴林汇景4栋108号,"111.722403,27.259412"
11296,宋家塘竹岭路10栋4号,"111.737637,27.260150"
11297,仙槎桥镇北斗村,"111.749029,27.177622"
11298,仙槎桥镇北斗村42号,"111.749029,27.177622"
11299,仙槎桥镇北斗村,"111.749029,27.177622"
11300,黒田铺镇光明村,"111.663375,27.208933"
11301,黑田铺镇观音阁村,"111.730033,27.293576"
11302,黑田铺镇光明村,"111.663375,27.208933"
11303,简家陇乡高桥村陈家铺组341号,"111.850340,27.058419"
11304,简家陇乡简家陇街,"111.820749,27.099590"
11305,简家陇乡简家陇街12号,"111.820749,27.099590"
11306,佘田桥镇佘田桥市场36号,"111.949805,27.120983"
11307,佘田桥镇佘田桥市场24号,"111.949805,27.120983"
11308,佘田桥镇市场29号,"111.952867,27.121806"
11309,佘田桥镇市场39号,"111.952867,27.121806"
11310,佘田桥镇市场6号,"111.952867,27.121806"
11311,佘田桥镇市场内,"111.952867,27.121806"
11312,佘田桥镇衡宝中路15号,"111.949902,27.123144"
11313,佘田桥镇衡宝中路97号,"111.949902,27.123144"
11314,佘田桥镇衡宝中路,"111.949902,27.123144"
11315,佘田桥镇衡宝中路84号,"111.949902,27.123144"
11316,佘田桥镇衡宝中路81号,"111.949902,27.123144"
11317,佘田桥镇衡宝东路19号,"111.952157,27.121979"
11318,佘田桥镇南兴街,"111.948811,27.121012"
11319,佘田桥镇南兴街48-50号,"111.948811,27.121012"
11320,佘田桥镇南兴街5号,"111.948811,27.121012"
11321,灵官殿镇灵官殿街,"111.948850,27.026410"
11322,灵官殿镇灵官殿街,"111.948850,27.026410"
11323,灵官殿镇灵官殿街,"111.948850,27.026410"
11324,魏家桥镇官桥居委会五组20号,"111.641903,27.198327"
11325,魏家桥镇官桥铺村,"111.641903,27.198327"
11326,灵官殿镇茶子山街,"111.948850,27.026410"
11327,灵官殿镇茶子山村,"111.909000,27.003353"
11328,灵官殿镇茶子山村,"111.909000,27.003353"
11329,灵官殿镇茶子山街,"111.948850,27.026410"
11330,杨桥镇茶亭村战胜街,"111.988694,27.182789"
11331,杨桥镇茶亭村,"111.988694,27.182789"
11332,两市塘港南路108号,"111.742319,27.246700"
11333,两市塘邵东大道101号门面后,"111.742505,27.247539"
11334,两市塘办事处港南路63号,"111.743011,27.246799"
11335,宋家塘东风路80号4栋103号,"111.736909,27.240460"
11336,宋家塘新辉社区百慧佳苑南栋南面14号,"111.736516,27.246074"
11337,两市塘东风路44号,"111.741605,27.240901"
11338,两市塘办事处东风路16号,"111.479564,27.239510"
11339,两市塘建设中路134号,"111.742039,27.244092"
11340,两市塘建设中路219号,"111.745485,27.246974"
11341,两市塘办事处解放路一巷37号,"111.744235,27.238417"
11342,两市塘解放路44号,"111.745452,27.238670"
11343,宋家塘景秀路685号,"111.739795,27.266090"
11344,大禾塘宋矿路5号,"111.216940,26.941058"
11345,大禾塘明珠小区15栋25号,"111.760161,27.263408"
11346,大禾塘昭阳大道东36号附1号（雅阁豪苑1栋107号）,"111.758991,27.263495"
11347,双凤乡大进村横冲组,"111.739675,27.068297"
11348,双凤乡金龙村四组,"111.678177,27.065257"
11349,牛马司镇龙旗村,"111.678040,27.268578"
11350,范家山镇梅仁村六组,"111.622847,27.294634"
11351,牛马司镇井冲村,"111.614886,27.306842"
11352,范家山镇洪桥村,"111.616732,27.320602"
11353,两市塘办事处人民路25号,"110.152167,26.588251"
11354,两市塘人民路116号,"111.744222,27.237478"
11355,两市塘人民路2号,"111.751449,27.237539"
11356,两市镇人民路33号,"110.152356,26.589100"
11357,大禾塘百富东路175号,"111.754665,27.252578"
11358,两市塘高塘村十三组18号,"111.698414,27.216510"
11359,两市塘高田村四组11号,"111.744854,27.246947"
11360,宋家塘办事处桎木村十一组,"111.713843,27.221366"
11361,宋家塘桎木村十组,"111.729162,27.275641"
11362,牛马司镇东大路320国道,"111.523558,27.254718"
11363,牛马司镇水井头村,"111.679084,27.269371"
11364,牛马司镇光荣村9组4号,"111.681585,27.239616"
11365,牛马司镇柳公桥村十一组,"111.678040,27.268578"
11366,牛马司镇水井头村城东路（四工区职工医院旁）,"111.679084,27.269371"
11367,牛马司镇煤矿四工区,"111.674664,27.276443"
11368,牛马司镇水井头村城东路,"111.679084,27.269371"
11369,牛马司镇水井头村,"111.679084,27.269371"
11370,两市塘新辉路210号,"111.737618,27.250632"
11371,宋家塘办事处冒家路7号,"111.743250,27.267583"
11372,宋家塘办事处北苑路6-8号,"111.743250,27.267583"
11373,大禾塘百富路11号,"111.739875,27.254972"
11374,两市塘胜利街121号,"111.747436,27.243090"
11375,两市塘办事处和尚桥车站门面,"111.744235,27.238417"
11376,两市塘和尚桥车站内13号,"111.744854,27.246947"
11377,两市塘办事兴隆村10号,"111.744854,27.246947"
11378,大禾塘建设北路371号,"111.752304,27.259212"
11379,宋家塘向阳路1-2号,"111.745525,27.268317"
11380,宋家塘贺其北路32号,"111.729162,27.275641"
11381,宋家塘竹岭路78号,"111.735386,27.260521"
11382,宋家塘办事处宝园路1号,"111.731572,27.263950"
11383,大禾塘建设北路火车站,"111.762080,27.268119"
11384,宋家塘办事处文体路216号,"111.746930,27.261041"
11385,宋家塘永兴路280号,"111.738180,27.261611"
11386,宋家塘村,"111.729162,27.275641"
11387,宋家塘街道办事处宋家塘村,"111.729162,27.275641"
11388,宋家塘320国道旁,"111.729162,27.275641"
11389,宋家塘村,"111.729162,27.275641"
11390,宋家塘320国道旁,"111.729162,27.275641"
11391,宋家塘经纬路旁鑫苑小区4栋-1层,"111.735739,27.277380"
11392,宋家塘街道办事处邵东大道19号,"111.737250,27.247583"
11393,两市塘办事处农林城34栋（广东路10号）,"111.744235,27.238417"
11394,两市塘办事处农林城39栋3号,"111.740825,27.247853"
11395,宋家塘镇二中芷江路48-49号门面,"111.734704,27.244535"
11396,黄陂桥乡杉树坪村,"111.839505,27.282729"
11397,大禾塘荷花路82号,"111.751266,27.249332"
11398,大禾塘桃源路162号,"111.754328,27.251729"
11399,大禾塘宋家塘煤矿1栋3号,"111.755171,27.255934"
11400,大禾塘荷花路151号,"111.749198,27.250547"
11401,大禾塘荷花路69号,"111.750917,27.249667"
11402,大禾塘桃源路48号,"111.748454,27.247841"
