,sale_center_id,county,cust_id,busi_addr,address
12381,1111430505,邵东县,5021971435,湖南省邵阳市邵东县廉桥镇民丰村坳丰6组215号,廉桥镇民丰村坳丰6组215号
12382,1111430505,邵东县,5021971398,湖南省邵阳市邵东县廉桥镇光陂村新建组,廉桥镇光陂村新建组
12383,1111430505,邵东县,5021971418,湖南省邵阳市邵东县仙槎桥镇金城路,仙槎桥镇金城路
12384,1111430505,邵东县,5021971437,湖南省邵阳市邵东县宋家塘兴湘路176号,宋家塘兴湘路176号
12385,1111430505,邵东县,5021971466,湖南省邵阳市邵东县团山镇双河村,团山镇双河村
12386,1111430505,邵东县,5021971434,湖南省邵阳市邵东县界岭镇界岭村5组3号,界岭镇界岭村5组3号
12387,1111430505,邵东县,5021971468,湖南省邵东县砂石镇高义村,砂石镇高义村
12388,1111430505,邵东县,5021971414,湖南省邵阳市邵东县两市塘办事处人民路106号,两市塘办事处人民路106号
12389,1111430505,邵东县,5021971441,湖南省邵阳市邵东县仙槎桥镇荷吕村火塘3组,仙槎桥镇荷吕村火塘3组
12390,1111430505,邵东县,5021971391,湖南省邵阳市邵东县火厂坪镇伟华村4组5号,火厂坪镇伟华村4组5号
12391,1111430505,邵东县,5021971465,湖南省邵阳市邵东县仙槎桥镇马路村,仙槎桥镇马路村
12392,1111430505,邵东县,5021971455,湖南省邵阳市邵东县两市塘高田村4组18号,两市塘高田村4组18号
12393,1111430505,邵东县,5021971430,湖南省邵阳市邵东县两市塘办事处衡宝路739号,两市塘办事处衡宝路739号
12394,1111430505,邵东县,5021971448,湖南省邵阳市邵东县宋家塘办事处阳光花园1栋30-31号,宋家塘办事处阳光花园1栋30-31号
12395,1111430505,邵东县,5021971464,湖南省邵阳市邵东县宋家塘办事处兴林汇景4栋110号,宋家塘办事处兴林汇景4栋110号
12396,1111430505,邵东县,5021971442,湖南省邵阳市邵东县宋家塘兴湘路174号,宋家塘兴湘路174号
12397,1111430505,邵东县,5021971431,湖南省邵阳市邵东县大禾塘新凤村李家组（S315省道旁）,大禾塘新凤村李家组（S315省道旁）
12398,1111430505,邵东县,5021971451,湖南省邵阳市邵东县大禾塘邦盛凤凰城A01栋21号,大禾塘邦盛凤凰城A01栋21号
12399,1111430505,邵东县,5021971349,湖南省邵阳市邵东县两市塘办事处解放路26号,两市塘办事处解放路26号
12400,1111430505,邵东县,5021971470,湖南省邵阳市邵东县宋家塘新火车站售票厅门面,宋家塘新火车站售票厅门面
12401,1111430505,邵东县,5021971378,湖南省邵阳市邵东县灵官殿镇大赵村,灵官殿镇大赵村
12402,1111430505,邵东县,5021971452,湖南省邵阳市邵东县大禾塘昭阳大道雅阁7栋109号,大禾塘昭阳大道雅阁7栋109号
12403,1111430505,邵东县,5021971453,湖南省邵阳市邵东县大禾塘连江路26号益桂苑C栋前7号门面,大禾塘连江路26号益桂苑C栋前7号门面
12404,1111430505,邵东县,5021971457,湖南省邵阳市邵东县大禾塘邦盛凤凰城21栋101号,大禾塘邦盛凤凰城21栋101号
12405,1111430505,邵东县,5021971450,湖南省邵阳市邵东县大禾塘邦盛凤凰城17栋110号,大禾塘邦盛凤凰城17栋110号
12406,1111430505,邵东县,5021971439,湖南省邵阳市邵东县仙槎桥镇青山村179号,仙槎桥镇青山村179号
12407,1111430505,邵东县,5021971469,湖南省邵阳市邵东县宋家塘金龙大道942-946号,宋家塘金龙大道942-946号
12408,1111430505,邵东县,5021971479,湖南省邵阳市邵东县流泽镇斤冲村4组,流泽镇斤冲村4组
12409,1111430505,邵东县,5021971461,湖南省邵阳市邵东县黄陂桥乡田心村5组9号,黄陂桥乡田心村5组9号
12410,1111430505,邵东县,5021971447,湖南省邵阳市邵东县宋家塘办事处新辉社区图书城2栋16号,宋家塘办事处新辉社区图书城2栋16号
12411,1111430505,邵东县,5021971440,湖南省邵阳市邵东县仙槎桥镇青山村,仙槎桥镇青山村
12412,1111430505,邵东县,5021971425,湖南省邵阳市邵东县仙槎桥镇清江村126号,仙槎桥镇清江村126号
12413,1111430505,邵东县,5021971471,湖南省邵阳市邵东县双凤乡双凤村9组2号,双凤乡双凤村9组2号
12414,1111430505,邵东县,5021971428,湖南省邵阳市邵东县宋家塘红岭路589号,宋家塘红岭路589号
12415,1111430505,邵东县,5021971458,湖南省邵阳市邵东县宋家塘320国道旁,宋家塘320国道旁
12416,1111430505,邵东县,5021971462,湖南省邵阳市邵东县牛马司镇上桥村,牛马司镇上桥村
12417,1111430505,邵东县,5021971351,湖南省邵阳市邵东县佘田桥镇两塘村13组12号,佘田桥镇两塘村13组12号
12418,1111430505,邵东县,430521171562,湖南省邵阳市邵东县大禾塘文体路76号,大禾塘文体路76号
12419,1111430505,邵东县,5021971502,湖南省邵阳市邵东县大禾塘解放北路143号,大禾塘解放北路143号
12420,1111430505,邵东县,430521171518,湖南省邵东县团山镇团山街,团山镇团山街
12421,1111430505,邵东县,430521171517,邵东县两市塘办事处邵东中医院内,两市塘办事处邵东中医院内
12422,1111430505,邵东县,430521171532,湖南省邵阳市邵东县周官桥乡建胜村长征组,周官桥乡建胜村长征组
12423,1111430505,邵东县,430521171541,湖南省邵阳市邵东县两市塘东风路书香雅苑1栋104号,两市塘东风路书香雅苑1栋104号
12424,1111430505,邵东县,430521171542,湖南省邵阳市邵东县火厂坪镇龙环村华龙新城,火厂坪镇龙环村华龙新城
12425,1111430505,邵东县,430521171552,湖南省邵阳市邵东县两市塘办事处建设中路157号,两市塘办事处建设中路157号
12426,1111430505,邵东县,430521171568,湖南省邵阳市邵东县两市塘办事处东风路16号（老水利局）7-10号门面,两市塘办事处东风路16号（老水利局）7-10号门面
12427,1111430505,邵东县,430521171523,湖南省邵阳市邵东县大禾塘百宝路203号,大禾塘百宝路203号
12428,1111430505,邵东县,430521171569,邵东县火厂坪镇红星路22号,火厂坪镇红星路22号
12429,1111430505,邵东县,430521171521,邵东县水东江镇桥边街,水东江镇桥边街
12430,1111430505,邵东县,430521171540,湖南省邵阳市邵东县宋家塘金鸡路307号,宋家塘金鸡路307号
12431,1111430505,邵东县,430521171525,湖南省邵阳市邵东县宋家塘金鸡路358号,宋家塘金鸡路358号
12432,1111430505,邵东县,430521171577,湖南省邵阳市邵东县水东江镇汪塘街,水东江镇汪塘街
12433,1111430505,邵东县,5021971422,湖南省邵阳市邵东县灵官殿镇大全新街510号,灵官殿镇大全新街510号
12434,1111430505,邵东县,5021971449,湖南省邵阳市邵东县宋家塘雷祖路380-382号,宋家塘雷祖路380-382号
12435,1111430505,邵东县,430521171524,湖南省邵阳市邵东县宋家塘景秀路588-590号,宋家塘景秀路588-590号
12436,1111430505,邵东县,430521171535,湖南省邵阳市邵东县大禾塘解放北路125号01栋101-509,大禾塘解放北路125号01栋101-509
12437,1111430505,邵东县,430521171545,邵东县大禾塘桃园路37号,大禾塘桃园路37号
12438,1111430505,邵东县,5021971481,湖南省邵阳市邵东县宋家塘办事处软塘社区垃圾场填埋场搬迁安置区14栋242-244号,宋家塘办事处软塘社区垃圾场填埋场搬迁安置区14栋242-244号
12439,1111430505,邵东县,5021971478,湖南省邵阳市邵东县宋家塘景秀路630号,宋家塘景秀路630号
12440,1111430505,邵东县,430521171550,湖南省邵阳市邵东县大禾塘荷花路138号,大禾塘荷花路138号
12441,1111430505,邵东县,5021971494,湖南省邵阳市邵东县水东江镇双龙村余积组12号,水东江镇双龙村余积组12号
12442,1111430505,邵东县,5021971506,湖南省邵东县砂石镇高义村,砂石镇高义村
12443,1111430505,邵东县,5021971484,湖南省邵阳市邵东县灵官殿镇石株桥市场内,灵官殿镇石株桥市场内
12444,1111430505,邵东县,5021971485,湖南省邵阳市邵东县灵官殿镇思远村,灵官殿镇思远村
12445,1111430505,邵东县,5021971486,湖南省邵阳市邵东县灵官殿双善村新屋组31号,灵官殿双善村新屋组31号
12446,1111430505,邵东县,5021971514,湖南省邵阳市邵东县灵官殿镇灵官殿街,灵官殿镇灵官殿街
12447,1111430505,邵东县,5021971489,湖南省邵阳市邵东县仙槎桥镇荷叶村,仙槎桥镇荷叶村
12448,1111430505,邵东县,5021971488,湖南省邵阳市邵东县仙槎桥镇丰实村,仙槎桥镇丰实村
12449,1111430505,邵东县,5021971487,湖南省邵阳市邵东县仙槎桥镇荷叶村,仙槎桥镇荷叶村
12450,1111430505,邵东县,5021971510,湖南省邵阳市邵东县宋家塘办事处兴禾大道688号锦绣佳苑17-18号门面,宋家塘办事处兴禾大道688号锦绣佳苑17-18号门面
12451,1111430505,邵东县,430521171533,湖南省邵阳市邵东县宋家塘办事处惠东路30号,宋家塘办事处惠东路30号
12452,1111430505,邵东县,5021971508,湖南省邵阳市邵东县宋家塘汽车西站12栋1号,宋家塘汽车西站12栋1号
12453,1111430505,邵东县,5021971473,湖南省邵阳市邵东县团山镇崇山铺村,团山镇崇山铺村
12454,1111430505,邵东县,5021971472,湖南省邵阳市邵东县团山镇仁堂村东风组,团山镇仁堂村东风组
