id,address,longitude,latitude
6011972005,岳阳市君山区广兴洲镇殷家铺（新农贸市场）,112.86595697525573,29.549647433254236
43060204211,岳阳市岳阳楼区长动商业街2号门面,113.13618411266049,29.377892703600033
43060206134,岳阳市开发区红盾新村鸿福小区一层,113.1660716258983,29.378155429007453
430602011180,岳阳市开发区鸿福小区西5号,113.1660716258983,29.378155429007453
430602010427,岳阳市岳阳楼区长动机械厂生活区,113.16626981014198,29.39925764940863
43060206330,岳阳市岳阳楼区冷水铺1221号李家组,113.22648247493512,29.345208464141535
43060204675,岳阳市开发区大桥河居民点第四排第八栋,113.16469001122401,29.3786061367006
43060204422,岳阳市开发区大桥河路东1号门面,113.13544769196588,29.36308157132799
43060204877,岳阳市岳阳楼区冷水铺十字路菜市场24号,113.17555250064467,29.40412685134966
43060201203,岳阳市岳阳楼区梅溪乡工贸城花果畈村村委会旁（中国电信对面）,113.1780852790495,29.402840272063237
430602012394,岳阳市岳阳楼区梅溪乡花果畈村花果组,113.19275955073562,29.395211894726124
430602013440,岳阳市岳阳楼区冷水铺十字路口集贸市场6号,113.12943544393156,29.393703980295488
6011971657,岳阳市云溪区云溪镇安居大道117号,113.28987034655245,29.4720467948716
6011970282,岳阳市开发区北港乡八字门村004栋102号,113.16801685378472,29.37680623522127
6011970274,岳阳市岳阳楼区保利西街20栋102、103号,113.10399955327799,29.380359896294962
6011970279,岳阳市开发区八字门居民点02010169栋西边1－3号,113.18371825430287,29.37003386636534
6011970278,岳阳市开发区狮子山路中航翡翠湾A4栋111号,113.17110219065717,29.354911101569222
6011970283,岳阳市开发区白石岭南路星河国际2栋107号,113.18288331950713,29.35256858399485
6011970281,岳阳市开发区八字门居民点588栋1楼,113.1835058560932,29.366665186260615
6011970275,岳阳市岳阳楼区原城陵矶办事处门面,113.1651092423035,29.442557435140227
6011970284,岳阳市南湖新区滨水翡丽城2栋103号,113.10132547030386,29.325518947071522
6011970280,岳阳市开发区八字门服务中心大楼11、12号门面,113.12257238265528,29.381555556492653
6011970277,岳阳市开发区白石岭南路星河国际1栋105号,113.18287581827234,29.352022828182488
6011970272,岳阳市岳阳楼区金鹗东路桃花巷10号,113.15296848260296,29.36227495194176
6011970296,岳阳市岳阳楼区巴陵中路凯麦金华9号,113.12293342763788,29.378453217743044
6011970287,岳阳市岳阳楼区保利西街13栋211号,113.10149736260152,29.38074974440332
6011970286,岳阳市岳阳楼区学院路223号,113.14730726169167,29.359319686624207
6011970289,岳阳市岳阳楼区南湖大道461号,113.12492978740386,29.36735274054835
6011970300,岳阳市开发区康王乡黄茆山村上乔组,113.22620517478737,29.301543116276687
6011970303,岳阳市岳阳楼区五里牌路177号（荣发小区内）,113.13358206748802,29.374654440012364
6011970293,岳阳市岳阳楼区青年西路雅典新城2栋115号,113.111828041089,29.370794618484535
6011970297,岳阳市开发区康王乡乌江村大屋组,113.28406937635613,29.26204253846564
6011970302,岳阳市岳阳楼区鹰山社区5号,113.13358686013927,29.389732680501506
6011970298,岳阳市开发区西塘镇空港新村六方组,113.34772838204829,29.279350967420502
6011970276,岳阳市云溪区云溪镇菱泊湖小区55栋07号门面,113.22086428908538,29.47188283589381
6011970299,岳阳市岳阳楼区站前西路246号,113.12595060589076,29.38064965387561
6011970291,岳阳市南湖新区求索路丁恒大名都楼盘11－12号楼商业裙楼首层123号,113.10949260880417,29.36172790346959
6011970304,岳阳市开发区金地家园C1栋108、208号,113.17414912616964,29.359016888558664
6011970294,岳阳市岳阳楼区竹荫街215号,113.10538058847906,29.376128334199738
6011970290,岳阳市岳阳楼区枫树坡路50号,113.1213137533131,29.374172166237738
6011970295,岳阳市岳阳楼区东茅岭蔬菜食品大厦4号,113.12415185525448,29.37518705882877
6011970292,岳阳市岳阳楼区云梦路湖景花园102号,113.10575088165083,29.364436833197086
6011971114,岳阳市开发区健康路金辉巴陵小区 1 栋 1 1 8 号门面,113.17287112401385,29.36456110306378
6011971136,岳阳市屈原管理区富民街,112.92388524043359,28.86430630737829
6011971737,岳阳市屈原管理区黄金乡金龙村58号,113.00186484199551,28.861188269910677
6011971823,岳阳市岳阳楼区古井社区铁炉冲巷38号,113.13980862142697,29.372565164009806
6011971122,岳阳市开发区八字门社区华强路 4 4 6 号,113.18588944147622,29.365380894192956
6011971832,岳阳市南湖新区南湖西游路190号（望湖公寓门面）,113.1190073435935,29.35458495570604
6011971813,岳阳市君山区钱粮湖镇朝阳社区人民南路59号,112.69736085376707,29.454574172455768
6012971839,岳阳市云溪区陆城镇陆逊南路,113.30551768184422,29.590414964676917
6011971835,岳阳市岳阳楼区洛王老杨组5网格373号,113.15015617070449,29.383980944928933
6011972056,岳阳市君山区许市镇洪水港村七组,112.90544303863398,29.624281159014064
6011970908,岳阳市岳阳楼区长炼小区475号,113.15728942356989,29.374958525036497
6011971484,岳阳市南湖新区湖滨湘北女校路口,113.11704098508129,29.378272551621166
6011971922,岳阳市岳阳楼区五里牌花板桥498号,113.13544769196588,29.36308157132799
6011971159,岳阳市岳阳楼区青年中路平安巷1号门面（新城社区六网格）,113.13109481609382,29.37134624708467
6011971157,岳阳市开发区凯旋城18栋101－1号门面,113.17515011022472,29.3565500134852
6011971466,岳阳市云溪区路口镇南岳村王家组,113.34476143963829,29.541462275810808
6011971467,岳阳市云溪区路口镇枧冲村耀辰组,113.35227434042028,29.50665479902328
6011971481,岳阳市君山区钱粮湖镇马颈河村三组20号,112.74191505954995,29.449687672493596
6011970323,岳阳市岳阳楼区巴陵中路辉轮大厦1楼,113.14275219780494,29.378030940252426
